1,-1.0,1689.0,385.0,146.62,332.71,67.567,-1,-1,-1
1,-1.0,1303.0,503.0,61.514,139.59,29.439,-1,-1,-1
1,-1.0,1258.0,569.0,40.123,91.049,19.601,-1,-1,-1
1,-1.0,31.0,525.0,113.37,257.27,17.013,-1,-1,-1
1,-1.0,1800.0,483.0,94.66,214.81,11.949,-1,-1,-1
2,-1.0,1689.0,385.0,146.62,332.71,66.725,-1,-1,-1
2,-1.0,1312.0,503.0,61.514,139.59,36.614,-1,-1,-1
2,-1.0,1254.0,537.0,52.0,118.0,15.979,-1,-1,-1
2,-1.0,55.0,542.0,94.66,214.81,9.3326,-1,-1,-1
2,1,1744.0,476.0,123.42,280.06,16.976,-1,-1,-1
2,2,1641.0,494.0,40.123,91.049,6.0638,-1,-1,-1
3,-1.0,1664.0,418.0,135.42,307.29,31.198,-1,-1,-1
3,-1.0,1312.0,503.0,61.514,139.59,30.007,-1,-1,-1
3,-1.0,51.0,555.0,87.838,199.32,3.7319,-1,-1,-1
3,1,1742.0,513.0,94.66,214.81,64.803,-1,-1,-1
3,3,1776.0,473.0,113.37,257.27,14.299,-1,-1,-1
3,4,1234.0,415.0,103.17,234.13,12.991,-1,-1,-1
3,5,107.0,494.0,103.17,234.13,11.712,-1,-1,-1
4,-1.0,1668.0,371.0,159.84,362.7,53.87,-1,-1,-1
4,-1.0,1305.0,500.0,67.474,153.11,21.299,-1,-1,-1
4,-1.0,58.0,566.0,79.918,181.35,3.316,-1,-1,-1
4,3,1759.0,473.0,113.37,257.27,34.214,-1,-1,-1
4,5,107.0,494.0,103.17,234.13,15.325,-1,-1,-1
4,6,1852.0,505.0,30.903,70.127,24.793,-1,-1,-1
5,-1.0,1692.0,371.0,159.84,362.7,52.074,-1,-1,-1
5,-1.0,1318.0,537.0,52.0,118.0,25.687,-1,-1,-1
5,6,1848.0,505.0,30.903,70.127,36.829,-1,-1,-1
5,7,1643.0,396.0,159.84,362.7,11.573,-1,-1,-1
6,-1.0,1318.0,537.0,52.0,118.0,30.132,-1,-1,-1
6,6,1849.0,510.0,28.302,64.224,35.023,-1,-1,-1
6,7,1666.0,385.0,146.62,332.71,52.587,-1,-1,-1
